voyageid,mjbyptimp,majbyimp,date_dep,mjslptimp,mjselimp,date_end
41796,Benguela,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
42907,Africa.; port unspecified,Other Africa,1823-06-06,,,
42189,Africa.; port unspecified,Other Africa,,Santiago de Cuba,Cuba,
48645,Cabinda,West Central Africa and St. Helena,1822-05-14,Maranhão,Amazonia,
46853,Cabinda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
47027,Malembo,West Central Africa and St. Helena,,Paraíba,Pernambuco,
47049,Africa.; port unspecified,Other Africa,,Bahia; port unspecified,Bahia,
47051,Malembo,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
47059,Malembo,West Central Africa and St. Helena,1822-03-12,Bahia; port unspecified,Bahia,
48753,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48767,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48888,Cape Verde Islands,Senegambia and offshore Atlantic,1823-06-04,Pará,Amazonia,
48890,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49795,Luanda,West Central Africa and St. Helena,1823-08-16,Brazil; region unspecified,Other Brazil,
49796,Benguela,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49797,Benguela,West Central Africa and St. Helena,1822-05-23,Bahia; port unspecified,Bahia,
49971,Mozambique,Southeast Africa and Indian Ocean islands,1823-04-08,Rio de Janeiro,Southeast Brazil,
49985,Luanda,West Central Africa and St. Helena,1823-02-07,Rio de Janeiro,Southeast Brazil,
49989,Benguela,West Central Africa and St. Helena,1823-03-08,Santa Catarina,Southeast Brazil,
47303,Mozambique,Southeast Africa and Indian Ocean islands,1823-05-13,Rio de Janeiro,Southeast Brazil,
47319,Benguela,West Central Africa and St. Helena,1823-04-18,,,
47479,Malembo,West Central Africa and St. Helena,1823-09-14,Rio de Janeiro,Southeast Brazil,
46665,Africa.; port unspecified,Other Africa,,Cuba; port unspecified,Cuba,
46787,Benguela,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49101,Quilimane,Southeast Africa and Indian Ocean islands,1822-07-12,Rio de Janeiro,Southeast Brazil,
49102,Cabinda,West Central Africa and St. Helena,1822-08-31,Rio de Janeiro,Southeast Brazil,
49103,Cabinda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
49104,Quilimane,Southeast Africa and Indian Ocean islands,1822-07-13,Rio de Janeiro,Southeast Brazil,
47983,Quilimane,Southeast Africa and Indian Ocean islands,1823-06-05,Rio de Janeiro,Southeast Brazil,
900111,Benguela,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
900112,Benguela,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
900113,Benguela,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
564,Quilimane,Southeast Africa and Indian Ocean islands,,Rio de Janeiro,Southeast Brazil,
616,Quilimane,Southeast Africa and Indian Ocean islands,,Rio de Janeiro,Southeast Brazil,
231,Bonny,Bight of Biafra and Gulf of Guinea islands,1822-??-??,Pernambuco; port unspecified,Pernambuco,
296,Luanda,West Central Africa and St. Helena,1822-05-30,Rio de Janeiro,Southeast Brazil,
297,Mozambique,Southeast Africa and Indian Ocean islands,1821-09-10,Rio de Janeiro,Southeast Brazil,
298,Quilimane,Southeast Africa and Indian Ocean islands,1822-07-05,Rio de Janeiro,Southeast Brazil,
299,Benguela,West Central Africa and St. Helena,1822-06-26,Rio de Janeiro,Southeast Brazil,
300,Mozambique,Southeast Africa and Indian Ocean islands,1822-06-06,Rio de Janeiro,Southeast Brazil,
301,Quilimane,Southeast Africa and Indian Ocean islands,1822-06-16,Rio de Janeiro,Southeast Brazil,
302,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
303,Cabinda,West Central Africa and St. Helena,1822-04-25,Rio de Janeiro,Southeast Brazil,
304,Mozambique,Southeast Africa and Indian Ocean islands,1822-07-16,Rio de Janeiro,Southeast Brazil,
305,Mozambique,Southeast Africa and Indian Ocean islands,1822-07-25,Rio de Janeiro,Southeast Brazil,
306,Mozambique,Southeast Africa and Indian Ocean islands,1822-07-02,Rio de Janeiro,Southeast Brazil,
307,Quilimane,Southeast Africa and Indian Ocean islands,,Rio de Janeiro,Southeast Brazil,
308,Quilimane,Southeast Africa and Indian Ocean islands,1822-07-22,Rio de Janeiro,Southeast Brazil,
309,Quilimane,Southeast Africa and Indian Ocean islands,1822-05-22,Rio de Janeiro,Southeast Brazil,
310,Benguela,West Central Africa and St. Helena,1822-06-25,Rio de Janeiro,Southeast Brazil,
311,Cabinda,West Central Africa and St. Helena,1822-07-03,Rio de Janeiro,Southeast Brazil,
312,Cabinda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
313,Luanda,West Central Africa and St. Helena,1822-11-09,Rio de Janeiro,Southeast Brazil,
314,Luanda,West Central Africa and St. Helena,1822-08-05,Rio de Janeiro,Southeast Brazil,
315,Mozambique,Southeast Africa and Indian Ocean islands,1822-07-10,Rio de Janeiro,Southeast Brazil,
316,Mozambique,Southeast Africa and Indian Ocean islands,,Rio de Janeiro,Southeast Brazil,
317,Luanda,West Central Africa and St. Helena,1822-07-07,Rio de Janeiro,Southeast Brazil,
318,Luanda,West Central Africa and St. Helena,1822-11-25,Rio de Janeiro,Southeast Brazil,
319,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
320,Cabinda,West Central Africa and St. Helena,1822-11-28,Rio de Janeiro,Southeast Brazil,
321,Luanda,West Central Africa and St. Helena,1822-10-14,Rio de Janeiro,Southeast Brazil,
322,Benguela,West Central Africa and St. Helena,1822-12-18,Rio de Janeiro,Southeast Brazil,
323,Ambriz,West Central Africa and St. Helena,1823-05-16,Rio de Janeiro,Southeast Brazil,
324,Ambriz,West Central Africa and St. Helena,1823-01-01,Rio de Janeiro,Southeast Brazil,
325,Luanda,West Central Africa and St. Helena,1823-05-31,Rio de Janeiro,Southeast Brazil,
326,Cameroons River,Bight of Biafra and Gulf of Guinea islands,1823-07-07,Rio de Janeiro,Southeast Brazil,
327,Luanda,West Central Africa and St. Helena,1822-08-08,Rio de Janeiro,Southeast Brazil,
328,Luanda,West Central Africa and St. Helena,1822-12-03,Rio de Janeiro,Southeast Brazil,
329,Benguela,West Central Africa and St. Helena,1823-04-07,Rio de Janeiro,Southeast Brazil,
330,Luanda,West Central Africa and St. Helena,1823-07-10,Rio de Janeiro,Southeast Brazil,
331,Quilimane,Southeast Africa and Indian Ocean islands,1823-05-13,Rio de Janeiro,Southeast Brazil,
332,Mozambique,Southeast Africa and Indian Ocean islands,,Rio de Janeiro,Southeast Brazil,
333,Ambriz,West Central Africa and St. Helena,1823-07-12,Rio de Janeiro,Southeast Brazil,
334,Luanda,West Central Africa and St. Helena,1823-05-17,Rio de Janeiro,Southeast Brazil,
335,Benguela,West Central Africa and St. Helena,1822-11-24,Rio de Janeiro,Southeast Brazil,
336,Luanda,West Central Africa and St. Helena,1823-09-04,Rio de Janeiro,Southeast Brazil,
337,Africa.; port unspecified,Other Africa,,Havana,Cuba,
348,São Tomé,Bight of Biafra and Gulf of Guinea islands,1822-09-01,Havana,Cuba,1823-04-23
349,Africa.; port unspecified,Other Africa,1823-02-27,Havana,Cuba,
350,Africa.; port unspecified,Other Africa,1823-02-??,Havana,Cuba,
351,Africa.; port unspecified,Other Africa,1823-05-??,Havana,Cuba,
369,Cabinda,West Central Africa and St. Helena,1822-05-29,Bahia; port unspecified,Bahia,
370,Whydah,Bight of Benin,1822-07-16,Bahia; port unspecified,Bahia,
371,Mozambique,Southeast Africa and Indian Ocean islands,,Bahia; port unspecified,Bahia,
372,Malembo,West Central Africa and St. Helena,1822-11-16,Bahia; port unspecified,Bahia,
373,Cabinda,West Central Africa and St. Helena,1823-02-14,Bahia; port unspecified,Bahia,
374,Cabinda,West Central Africa and St. Helena,1823-05-31,Bahia; port unspecified,Bahia,
375,Cabinda,West Central Africa and St. Helena,1823-09-22,Bahia; port unspecified,Bahia,
376,Cabinda,West Central Africa and St. Helena,1823-10-01,Bahia; port unspecified,Bahia,
377,Luanda,West Central Africa and St. Helena,1822-05-20,Maranhão,Amazonia,
378,Luanda,West Central Africa and St. Helena,1822-08-26,Maranhão,Amazonia,
379,Cape Verde Islands,Senegambia and offshore Atlantic,,Maranhão,Amazonia,
380,Malembo,West Central Africa and St. Helena,1822-09-22,Maranhão,Amazonia,
381,Bissau,Senegambia and offshore Atlantic,,Maranhão,Amazonia,
2741,Africa.; port unspecified,Other Africa,1823-11-15,Santiago de Cuba,Cuba,1824-09-19
2745,São Tomé,Bight of Biafra and Gulf of Guinea islands,1823-10-16,Santiago de Cuba,Cuba,1824-06-11
2747,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1823-12-16,Cayenne,French Guiana,
2748,Bonny,Bight of Biafra and Gulf of Guinea islands,1823-12-08,Americas; port unspecified,Americas,1824-07-09
2751,Africa.; port unspecified,Other Africa,1823-10-20,St. Thomas,Danish West Indies,1824-03-18
2808,Cape of Good Hope,Southeast Africa and Indian Ocean islands,1823-03-01,Martinique; port unspecified,Martinique,1823-12-20
2811,Africa.; port unspecified,Other Africa,1823-03-01,Americas; port unspecified,Americas,1823-11-29
2813,Africa.; port unspecified,Other Africa,1823-12-??,,,
2354,New Calabar,Bight of Biafra and Gulf of Guinea islands,,Freetown,Sierra Leone,
2355,Calabar,Bight of Biafra and Gulf of Guinea islands,1823-03-28,Cape Coast Castle,Gold Coast,
2356,Bonny,Bight of Biafra and Gulf of Guinea islands,1823-05-05,Freetown,Sierra Leone,
2937,Gabon,Bight of Biafra and Gulf of Guinea islands,1822-04-03,Freetown,Sierra Leone,
34368,São Tomé,Bight of Biafra and Gulf of Guinea islands,1823-08-21,Basse-Terre,Guadaloupe,1824-02-21
34401,,,1824-08-25,,,
34402,Africa.; port unspecified,Other Africa,1824-02-24,Santiago de Cuba,Cuba,1824-09-23
34403,São Tomé,Bight of Biafra and Gulf of Guinea islands,1824-09-17,,,
34406,Africa.; port unspecified,Other Africa,1824-08-31,Americas; port unspecified,Americas,1825-06-07
34410,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-09-16,,,
34411,Gorée,Senegambia and offshore Atlantic,1824-07-31,,,
34413,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-??-??,,,
34418,Grand Mesurado,Windward Coast,1824-04-04,Santiago de Cuba,Cuba,1825-04-24
34419,São Tomé,Bight of Biafra and Gulf of Guinea islands,1824-12-13,Americas; port unspecified,Americas,1825-10-15
34421,Africa.; port unspecified,Other Africa,1824-07-11,Brazil; region unspecified,Other Brazil,1825-05-25
34423,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-??-??,,,
34431,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-08-08,Americas; port unspecified,Americas,1825-04-12
34433,,,1824-08-24,,,1825-02-17
34435,Africa.; port unspecified,Other Africa,1824-??-??,Suriname,Dutch Guianas,
34436,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-06-18,Americas; port unspecified,Americas,1825-03-22
34438,São Tomé,Bight of Biafra and Gulf of Guinea islands,1824-05-10,Americas; port unspecified,Americas,1825-04-23
34442,Africa.; port unspecified,Other Africa,1824-01-20,,,
34443,Africa.; port unspecified,Other Africa,1823-??-??,Basse-Terre,Guadaloupe,
34447,Africa.; port unspecified,Other Africa,1824-01-08,Americas; port unspecified,Americas,1824-09-30
34450,Africa.; port unspecified,Other Africa,1824-09-24,Cayenne,French Guiana,1825-04-10
34453,Gallinhas,Sierra Leone,1824-??-??,,,
34454,Windward Coast; port unspecified,Windward Coast,1824-??-??,,,
34455,Calabar,Bight of Biafra and Gulf of Guinea islands,1824-??-??,,,
34456,Africa.; port unspecified,Other Africa,1824-??-??,,,
34457,Gallinhas,Sierra Leone,1824-07-11,Americas; port unspecified,Americas,1825-02-17
34463,Africa.; port unspecified,Other Africa,1824-??-??,Basse-Terre,Guadaloupe,
34467,Africa.; port unspecified,Other Africa,1824-11-29,,,
34470,Africa.; port unspecified,Other Africa,1824-??-??,,,
34471,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1824-02-07,Basse-Terre,Guadaloupe,1824-08-28
40570,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
40572,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
40576,Malembo,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
40577,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
41258,Bissau,Senegambia and offshore Atlantic,1823-12-23,Pernambuco; port unspecified,Pernambuco,
39022,Africa.; port unspecified,Other Africa,,Havana,Cuba,
39023,Africa.; port unspecified,Other Africa,,Havana,Cuba,
49385,Luanda,West Central Africa and St. Helena,1823-09-02,Rio de Janeiro,Southeast Brazil,
49413,Benguela,West Central Africa and St. Helena,,Rio Grande do Sul Province,Southeast Brazil,
46872,Malembo,West Central Africa and St. Helena,1824-08-24,Bahia; port unspecified,Bahia,
46873,Malembo,West Central Africa and St. Helena,1824-03-08,Pernambuco; port unspecified,Pernambuco,
46874,Malembo,West Central Africa and St. Helena,1824-08-24,Bahia; port unspecified,Bahia,
46875,Malembo,West Central Africa and St. Helena,1824-03-08,Bahia; port unspecified,Bahia,
48754,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48887,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48893,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
48895,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48896,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
49983,Ambriz,West Central Africa and St. Helena,1824-07-21,Rio de Janeiro,Southeast Brazil,
46814,Malembo,West Central Africa and St. Helena,1824-12-18,Bahia; port unspecified,Bahia,
47999,Malembo,West Central Africa and St. Helena,1824-03-03,Rio de Janeiro,Southeast Brazil,
900114,Malembo,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
900115,Cabinda,West Central Africa and St. Helena,1824-02-28,Rio de Janeiro,Southeast Brazil,
900116,Luanda,West Central Africa and St. Helena,,Rio de Janeiro; Sao Paulo; Santa Catarina,Southeast Brazil,
476,Malembo,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
477,Malembo,West Central Africa and St. Helena,1823-11-20,Bahia; port unspecified,Bahia,
478,Penido,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
479,Malembo,West Central Africa and St. Helena,1823-12-24,Bahia; port unspecified,Bahia,
480,Malembo,West Central Africa and St. Helena,1823-12-09,Bahia; port unspecified,Bahia,
481,Malembo,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
482,Malembo,West Central Africa and St. Helena,1824-02-27,Bahia; port unspecified,Bahia,
483,Malembo,West Central Africa and St. Helena,1823-12-04,Pernambuco; port unspecified,Pernambuco,
484,Malembo,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
485,Malembo,West Central Africa and St. Helena,1824-08-03,Bahia; port unspecified,Bahia,
486,Malembo,West Central Africa and St. Helena,1824-02-19,Bahia; port unspecified,Bahia,
487,Whydah,Bight of Benin,1824-01-15,Bahia; port unspecified,Bahia,
488,Malembo,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
554,Sherbro,Sierra Leone,1824-06-05,Santiago de Cuba,Cuba,1825-04-25
352,Africa.; port unspecified,Other Africa,1823-09-05,Havana,Cuba,1824-05-06
353,São Tomé,Bight of Biafra and Gulf of Guinea islands,1823-08-21,Havana,Cuba,
354,Africa.; port unspecified,Other Africa,1823-10-??,Havana,Cuba,
355,Africa.; port unspecified,Other Africa,1823-10-??,Havana,Cuba,
356,Africa.; port unspecified,Other Africa,1823-10-??,Havana,Cuba,
357,Africa.; port unspecified,Other Africa,1823-12-07,Havana,Cuba,
358,Africa.; port unspecified,Other Africa,1823-11-??,Havana,Cuba,
359,Africa.; port unspecified,Other Africa,,Havana,Cuba,
360,Africa.; port unspecified,Other Africa,,Havana,Cuba,
361,Africa.; port unspecified,Other Africa,1824-01-02,Havana,Cuba,
362,Africa.; port unspecified,Other Africa,1824-01-09,Havana,Cuba,
363,Africa.; port unspecified,Other Africa,1824-01-02,Havana,Cuba,
364,Whydah,Bight of Benin,1824-04-??,Havana,Cuba,
365,Africa.; port unspecified,Other Africa,1824-04-??,Havana,Cuba,
366,Africa.; port unspecified,Other Africa,1824-07-??,Havana,Cuba,
367,São Tomé,Bight of Biafra and Gulf of Guinea islands,1824-06-10,Havana,Cuba,1825-01-29
368,Madagascar,Southeast Africa and Indian Ocean islands,1824-07-11,Havana,Cuba,
382,Benguela,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
383,Mozambique,Southeast Africa and Indian Ocean islands,1823-07-03,Rio de Janeiro,Southeast Brazil,
384,Cabinda,West Central Africa and St. Helena,1823-08-11,Rio de Janeiro,Southeast Brazil,
385,Quilimane,Southeast Africa and Indian Ocean islands,1823-08-05,Rio de Janeiro,Southeast Brazil,
386,Mozambique,Southeast Africa and Indian Ocean islands,1823-06-29,Rio de Janeiro,Southeast Brazil,
387,Ambriz,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
388,Luanda,West Central Africa and St. Helena,1823-06-14,Rio de Janeiro,Southeast Brazil,
389,Benguela,West Central Africa and St. Helena,1823-04-20,Rio de Janeiro,Southeast Brazil,
390,Benguela,West Central Africa and St. Helena,1823-04-24,Rio de Janeiro,Southeast Brazil,
391,Quilimane,Southeast Africa and Indian Ocean islands,1823-07-13,Rio de Janeiro,Southeast Brazil,
392,Luanda,West Central Africa and St. Helena,1823-07-15,Rio de Janeiro,Southeast Brazil,
393,Quilimane,Southeast Africa and Indian Ocean islands,1823-07-31,Rio de Janeiro,Southeast Brazil,
394,Quilimane,Southeast Africa and Indian Ocean islands,1823-08-18,Rio de Janeiro,Southeast Brazil,
395,Quilimane,Southeast Africa and Indian Ocean islands,1823-06-04,Rio de Janeiro,Southeast Brazil,
396,Cabinda,West Central Africa and St. Helena,1823-07-13,Rio de Janeiro,Southeast Brazil,
397,Quilimane,Southeast Africa and Indian Ocean islands,1823-05-28,Rio de Janeiro,Southeast Brazil,
398,Benguela,West Central Africa and St. Helena,1823-05-26,Rio de Janeiro,Southeast Brazil,
399,Mozambique,Southeast Africa and Indian Ocean islands,1823-05-07,Rio de Janeiro,Southeast Brazil,
400,Luanda,West Central Africa and St. Helena,1823-10-21,Rio de Janeiro,Southeast Brazil,
401,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
402,Quilimane,Southeast Africa and Indian Ocean islands,1823-10-09,Rio de Janeiro,Southeast Brazil,
403,Mozambique,Southeast Africa and Indian Ocean islands,1823-07-10,Rio de Janeiro,Southeast Brazil,
404,Quilimane,Southeast Africa and Indian Ocean islands,1823-07-17,Rio de Janeiro,Southeast Brazil,
405,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
406,Ambriz,West Central Africa and St. Helena,1823-09-27,Rio de Janeiro,Southeast Brazil,
407,Ambriz,West Central Africa and St. Helena,1823-11-21,Rio de Janeiro,Southeast Brazil,
408,Cabinda,West Central Africa and St. Helena,1823-10-16,Rio de Janeiro,Southeast Brazil,
409,Cabinda,West Central Africa and St. Helena,1823-10-24,Rio de Janeiro,Southeast Brazil,
410,Cabinda,West Central Africa and St. Helena,1823-10-30,Rio de Janeiro,Southeast Brazil,
411,Luanda,West Central Africa and St. Helena,1823-11-12,Rio de Janeiro,Southeast Brazil,
412,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
413,Benguela,West Central Africa and St. Helena,1823-08-27,Rio de Janeiro,Southeast Brazil,
414,Luanda,West Central Africa and St. Helena,1824-01-20,Rio de Janeiro,Southeast Brazil,
415,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
416,Benguela,West Central Africa and St. Helena,1823-12-25,Rio de Janeiro,Southeast Brazil,
417,Luanda,West Central Africa and St. Helena,1824-02-04,Rio de Janeiro,Southeast Brazil,
418,Luanda,West Central Africa and St. Helena,1824-01-30,Rio de Janeiro,Southeast Brazil,
419,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
420,Cabinda,West Central Africa and St. Helena,1824-04-17,Rio de Janeiro,Southeast Brazil,
421,Ambriz,West Central Africa and St. Helena,1824-04-10,Rio de Janeiro,Southeast Brazil,
422,Ambriz,West Central Africa and St. Helena,1824-02-25,Rio de Janeiro,Southeast Brazil,
423,Cabinda,West Central Africa and St. Helena,1824-04-27,Rio de Janeiro,Southeast Brazil,
424,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
425,Ambriz,West Central Africa and St. Helena,1824-04-11,Rio de Janeiro,Southeast Brazil,
426,Ambriz,West Central Africa and St. Helena,1824-04-13,Rio de Janeiro,Southeast Brazil,
427,Luanda,West Central Africa and St. Helena,1824-04-12,Rio de Janeiro,Southeast Brazil,
428,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
429,Ambriz,West Central Africa and St. Helena,1824-03-17,Rio de Janeiro,Southeast Brazil,
430,Benguela,West Central Africa and St. Helena,1824-02-18,Rio de Janeiro,Southeast Brazil,
431,Luanda,West Central Africa and St. Helena,1824-04-27,Rio de Janeiro,Southeast Brazil,
432,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
433,Cabinda,West Central Africa and St. Helena,1824-05-10,Rio de Janeiro,Southeast Brazil,
434,Benguela,West Central Africa and St. Helena,1824-04-13,Rio de Janeiro,Southeast Brazil,
435,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
436,Ambriz,West Central Africa and St. Helena,1824-05-08,Rio de Janeiro,Southeast Brazil,
437,Mozambique,Southeast Africa and Indian Ocean islands,1824-04-25,Rio de Janeiro,Southeast Brazil,
438,Ambriz,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
439,Benguela,West Central Africa and St. Helena,1824-05-23,Rio de Janeiro,Southeast Brazil,
440,Cabinda,West Central Africa and St. Helena,1824-02-21,Rio de Janeiro,Southeast Brazil,
441,Cabinda,West Central Africa and St. Helena,1824-06-12,Rio de Janeiro,Southeast Brazil,
442,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
2338,Lagos; Onim,Bight of Benin,,Cuba; port unspecified,Cuba,
2341,Africa.; port unspecified,Other Africa,,Santiago de Cuba,Cuba,
2342,Africa.; port unspecified,Other Africa,,Santiago de Cuba,Cuba,
2343,Africa.; port unspecified,Other Africa,1824-11-07,Cabanas,Cuba,
2357,Lagos; Onim,Bight of Benin,1824-02-08,Cuba; port unspecified,Cuba,
2358,Grand Mesurado,Windward Coast,1824-08-23,Cuba; port unspecified,Cuba,
2363,Africa.; port unspecified,Other Africa,1823-10-22,Santiago de Cuba,Cuba,
2364,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-??-??,Santiago de Cuba,Cuba,
2365,Africa.; port unspecified,Other Africa,,Santiago de Cuba,Cuba,
2744,Africa.; port unspecified,Other Africa,1824-02-??,,,
2749,Africa.; port unspecified,Other Africa,1823-10-29,Santiago de Cuba,Cuba,1824-06-24
2752,Gallinhas,Sierra Leone,1823-12-15,Cayenne,French Guiana,
2754,Cape of Good Hope,Southeast Africa and Indian Ocean islands,1824-01-05,Puerto Rico; port unspecified,Puerto Rico,1824-11-03
2762,Bight of Biafra and Gulf of Guinea Islands; port unspecified,Bight of Biafra and Gulf of Guinea islands,1823-04-03,Suriname,Dutch Guianas,
2765,Gallinhas,Sierra Leone,,,,
2766,Gallinhas,Sierra Leone,,,,
2767,Gallinhas,Sierra Leone,1824-??-??,Basse-Terre,Guadaloupe,
2768,Africa.; port unspecified,Other Africa,1824-??-??,Basse-Terre,Guadaloupe,
2771,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-12-05,Rio de Janeiro,Southeast Brazil,
2772,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-??-??,,,
2774,Calabar,Bight of Biafra and Gulf of Guinea islands,1824-??-??,,,
2775,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-09-23,,,1825-11-07
2776,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-01-13,St. Thomas,Danish West Indies,
2819,Gallinhas,Sierra Leone,1824-08-26,,,
2821,Sherbro,Sierra Leone,1824-??-??,,,
2825,Grand Bassa,Windward Coast,1824-09-16,Americas; port unspecified,Americas,1825-06-02
2826,Gallinhas,Sierra Leone,1824-01-06,,,
2913,Whydah,Bight of Benin,1824-05-15,Bahia; port unspecified,Bahia,
2939,,,1823-10-29,,,
2940,,,1823-11-08,,,
2941,,,1823-11-15,,,
2943,Bonny,Bight of Biafra and Gulf of Guinea islands,1824-??-??,,,
2949,Lagos; Onim,Bight of Benin,,,,
2334,Africa.; port unspecified,Other Africa,1824-05-05,Puerto Rico; port unspecified,Puerto Rico,
2942,Badagry,Bight of Benin,1823-11-08,Freetown,Sierra Leone,
2944,Rio Nun,Bight of Benin,1824-03-14,Freetown,Sierra Leone,
2945,Badagry,Bight of Benin,1824-03-06,Freetown,Sierra Leone,
2946,Badagry,Bight of Benin,1824-08-09,Freetown,Sierra Leone,
2947,Lagos; Onim,Bight of Benin,1824-06-28,Freetown,Sierra Leone,
7617,Malembo,West Central Africa and St. Helena,1824-02-13,Freetown,Sierra Leone,
34400,Windward + Ivory + Gold + Benin,Other Africa,1824-12-10,,,
34404,Gallinhas,Sierra Leone,1824-??-??,Havana,Cuba,
34409,Calabar,Bight of Biafra and Gulf of Guinea islands,1824-??-??,Santiago de Cuba,Cuba,1825-05-15
34416,Gallinhas,Sierra Leone,1824-11-09,Americas; port unspecified,Americas,1825-08-31
34434,Africa.; port unspecified,Other Africa,1824-12-14,,,1825-04-22
34446,São Tomé,Bight of Biafra and Gulf of Guinea islands,1824-08-08,Santiago de Cuba,Cuba,1825-06-02
34458,Africa.; port unspecified,Other Africa,1824-09-23,Caribbean (colony unspecified),Other Caribbean,1825-07-24
34459,Africa.; port unspecified,Other Africa,1824-10-16,Americas; port unspecified,Americas,1825-05-28
34466,Africa.; port unspecified,Other Africa,1824-10-16,Cuba; port unspecified,Cuba,
34472,Sierra Leone; port unspecified,Sierra Leone,1824-09-30,Basse-Terre,Guadaloupe,
34473,Africa.; port unspecified,Other Africa,1825-??-??,Americas; port unspecified,Americas,1825-11-23
34474,Africa.; port unspecified,Other Africa,1825-??-??,St. Thomas,Danish West Indies,
34475,Gallinhas,Sierra Leone,1825-01-09,,,1825-11-14
34477,Africa.; port unspecified,Other Africa,1825-08-19,Americas; port unspecified,Americas,1826-09-26
34479,Africa.; port unspecified,Other Africa,1825-09-??,,,1826-05-03
34481,Calabar,Bight of Biafra and Gulf of Guinea islands,1825-09-07,Americas; port unspecified,Americas,1826-05-30
34484,Africa.; port unspecified,Other Africa,1825-07-26,Americas; port unspecified,Americas,1826-04-15
34485,Africa.; port unspecified,Other Africa,1825-07-07,Santiago de Cuba,Cuba,1826-05-27
34489,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-01-16,St. Thomas,Danish West Indies,1825-08-17
34491,River Brass,Bight of Biafra and Gulf of Guinea islands,1825-08-11,Americas; port unspecified,Americas,
34494,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-02-23,Suriname,Dutch Guianas,
34499,Bonny,Bight of Biafra and Gulf of Guinea islands,1825-11-12,Americas; port unspecified,Americas,1826-06-04
